Title,Duration,Artist,Album,Scrobles,Year,Added_Date,Genre,Released_Date
Starting To Turn (feat. Jonathan Davis),3:33,Tech N9ne,The Storm (Deluxe Edition),9,2016,12.12.2016 17:48,Hip-Hop,09.12.2016
Sriracha (feat. Logic & Joyner Lucas),3:47,Tech N9ne,The Storm (Deluxe Edition),8,2016,12.12.2016 15:12,Hip-Hop,14.10.2016
I Get It Now (feat. Krizz Kaliko),3:50,Tech N9ne,The Storm (Deluxe Edition),11,2016,12.12.2016 14:26,Хип-хоп,09.09.2016
Erbody But Me (feat. Bizzy & Krizz Kaliko),3:17,Tech N9ne,The Storm (Deluxe Edition),24,2016,12.12.2016 14:22,Hip-Hop,09.09.2016
Need Jesus (feat. Stevie Stone & JL),4:03,Tech N9ne,The Storm (Deluxe Edition),18,2016,12.12.2016 14:12,Хип-хоп,09.12.2016
"Аллилуйя (feat. Benz, Truwer & 104)",3:24,JILLZAY,718 Jungle,25,2016,11.12.2016 14:57,Hip Hop/Rap,01.11.2016
"Поднять и потратить (feat. Bro Upgrade, Скриптонит & 104)",4:05,JILLZAY,718 Jungle,24,2016,11.12.2016 14:25,Hip Hop/Rap,01.11.2016
Алло-алло (feat. Cheenah & Six O),3:25,JILLZAY,718 Jungle,27,2016,11.12.2016 13:53,Hip Hop/Rap,01.11.2016
"Ниа (feat. Райда, 104 & Скриптонит)",3:52,JILLZAY,718 Jungle,42,2016,11.12.2016 13:12,Хип-хоп/рэп,01.11.2016
"Двери (feat. Скриптонит, Niman & Six O)",4:45,JILLZAY,718 Jungle,35,2016,11.12.2016 13:10,Хип-хоп/рэп,01.11.2016
Иллюзия свободы,4:33,Рем Дигга,Крокодил говорит,7,2012,11.12.2016 11:58,Хип-хоп/рэп,18.07.2012
Fade,3:14,Kanye West,The Life of Pablo,50,2016,11.12.2016 11:04,Хип-хоп/рэп,14.02.2016
Аргумент,2:36,JILLZAY,718 Jungle,45,2016,10.12.2016 21:48,Хип-хоп/рэп,01.11.2016
360 (feat. Скриптонит & 104),3:45,JILLZAY,718 Jungle,25,2016,10.12.2016 21:48,Хип-хоп/рэп,01.11.2016
Alone,2:41,Alan Walker,Alone - Single,47,2016,08.12.2016 14:55,Dance,02.12.2016
Night Light,4:16,Aesop Rock,Daylight,19,2002,08.12.2016 12:34,Хип-хоп/рэп,05.02.2002
Ау,3:53,Луперкаль,Зимородок,21,2016,04.12.2016 5:08,Хип-хоп/рэп,03.12.2016
Человек упавший с луны,2:03,Луперкаль,Зимородок,8,2016,04.12.2016 5:08,Хип-хоп/рэп,03.12.2016
Билет,3:05,Луперкаль,Зимородок,15,2016,04.12.2016 5:08,Хип-хоп/рэп,03.12.2016
Зимняя сказка,2:46,Луперкаль,Зимородок,11,2016,04.12.2016 5:08,Хип-хоп/рэп,03.12.2016
Побег,3:31,Луперкаль,Зимородок,20,2016,04.12.2016 5:08,Хип-хоп/рэп,03.12.2016
Белая полоса (feat. Loc Dog),3:02,Луперкаль,Зимородок,28,2016,04.12.2016 5:08,Хип-хоп/рэп,03.12.2016
Дети глобализации,3:03,Troi,Краски улиц,41,2016,02.12.2016 23:47,Хип-хоп/рэп,25.11.2016
Вокруг неё,2:28,Troi,Краски улиц,35,2016,02.12.2016 23:47,Хип-хоп/рэп,25.11.2016
Кап кап,2:34,Troi,Краски улиц,30,2016,02.12.2016 23:47,Hip Hop/Rap,25.11.2016
Споты рая,3:04,Troi,Краски улиц,35,2016,02.12.2016 23:47,Хип-хоп/рэп,25.11.2016
Пауки,2:45,Troi,Краски улиц,25,2016,02.12.2016 13:52,Hip Hop/Rap,25.11.2016
Довелось,3:13,Troi,Краски улиц,27,2016,02.12.2016 12:52,Хип-хоп/рэп,25.11.2016
Это счастье,3:34,Troi,Краски улиц,75,2016,02.12.2016 12:52,Хип-хоп/рэп,25.11.2016
5 Утра,3:29,Troi,Краски улиц,85,2016,02.12.2016 12:52,Хип-хоп/рэп,25.11.2016
Динозаврик,2:53,Troi,Краски улиц,98,2016,02.12.2016 11:00,Хип-хоп/рэп,25.11.2016
IV. sweatpants,3:01,Childish Gambino,Because the Internet,76,2013,01.12.2016 8:13,Хип-хоп/рэп,10.12.2013
Reminder,3:39,The Weeknd,Starboy,14,2016,29.11.2016 17:37,R&B/Soul,25.11.2016
Attention,3:18,The Weeknd,Starboy,5,2016,29.11.2016 17:37,R&B/Soul,25.11.2016
A Lonely Night,3:40,The Weeknd,Starboy,16,2016,29.11.2016 16:37,R&B/Soul,25.11.2016
Party Monster,4:09,The Weeknd,Starboy,13,2016,29.11.2016 15:37,R&B и соул,25.11.2016
Rockin’,3:53,The Weeknd,Starboy,18,2016,29.11.2016 15:37,R&B и соул,25.11.2016
Secrets,4:26,The Weeknd,Starboy,10,2016,29.11.2016 15:37,R&B и соул,25.11.2016
Six Feet Under,3:58,The Weeknd,Starboy,21,2016,29.11.2016 15:37,R&B и соул,25.11.2016
Love To Lay,3:43,The Weeknd,Starboy,16,2016,29.11.2016 15:37,R&B и соул,25.11.2016
Ordinary Life,3:42,The Weeknd,Starboy,10,2016,29.11.2016 15:37,R&B и соул,25.11.2016
Nothing Without You,3:19,The Weeknd,Starboy,17,2016,29.11.2016 15:37,R&B и соул,25.11.2016
I Feel It Coming (feat. Daft Punk),4:29,The Weeknd,Starboy,16,2016,29.11.2016 15:37,R&B и соул,24.11.2016
Started From the Bottom,2:54,Drake,Nothing Was the Same,58,2013,29.11.2016 3:18,Hip Hop/Rap,01.01.2013
Глазами енота (feat. Hash Tag),3:55,Slim,IKRA,31,2016,28.11.2016 22:57,Хип-хоп/рэп,04.11.2016
Breathe,3:53,Years & Years,Take Shelter - EP,42,2014,27.11.2016 12:50,Pop,19.08.2014
Велик,3:23,Грибы,"Дом на колёсах, Ч. 1",15,2016,20.11.2016 18:22,Hip Hop/Rap,11.11.2016
Пудинг,3:36,Грибы,"Дом на колёсах, Ч. 1",5,2016,20.11.2016 17:22,Hip Hop/Rap,11.11.2016
Панама,3:14,Грибы,"Дом на колёсах, Ч. 1",12,2016,20.11.2016 17:22,Hip Hop/Rap,11.11.2016
Интро,2:50,Грибы,"Дом на колёсах, Ч. 1",14,2016,20.11.2016 17:22,Hip Hop/Rap,11.11.2016
Black Skinhead,3:08,Канье Уэст,Yeezus,12,2013,20.11.2016 17:19,Hip Hop/Rap,18.06.2013
Бери грибы,3:10,Грибы,"Дом на колёсах, Ч. 1",15,2016,20.11.2016 16:22,Hip Hop/Rap,11.11.2016
Копы,2:27,Грибы,"Дом на колёсах, Ч. 1",13,2016,20.11.2016 16:22,Hip Hop/Rap,11.11.2016
Базару нет,3:42,Грибы,"Дом на колёсах, Ч. 1",23,2016,20.11.2016 16:22,Хип-хоп/рэп,11.11.2016
Минимал,3:12,Грибы,"Дом на колёсах, Ч. 1",12,2016,20.11.2016 16:22,Хип-хоп/рэп,11.11.2016
Любовь,2:32,Грибы,"Дом на колёсах, Ч. 1",11,2016,20.11.2016 16:22,Хип-хоп/рэп,11.11.2016
Blood On the Leaves,6:00,Kanye West,Yeezus,14,2013,20.11.2016 16:19,Хип-хоп/рэп,18.06.2013
Gone,4:34,Benjamin Clementine,At Least For Now (Deluxe),20,2015,20.11.2016 16:05,Альтернативная музыка,30.03.2015
I Won’t Complain,4:41,Benjamin Clementine,At Least For Now (Deluxe),35,2013,20.11.2016 16:05,Альтернативная музыка,10.06.2013
The People and I,5:15,Benjamin Clementine,At Least For Now (Deluxe),17,2015,20.11.2016 15:44,Альтернативная музыка,30.03.2015
Condolence,6:28,Benjamin Clementine,At Least For Now (Deluxe),26,2015,20.11.2016 15:44,Альтернативная музыка,30.03.2015
Cornerstone,4:31,Benjamin Clementine,At Least For Now (Deluxe),25,2015,20.11.2016 15:44,Альтернативная музыка,30.03.2015
Nemesis,5:00,Benjamin Clementine,At Least For Now (Deluxe),31,2015,20.11.2016 15:19,Альтернативная музыка,12.01.2015
Adios,4:14,Benjamin Clementine,At Least For Now (Deluxe),30,2015,20.11.2016 15:04,Альтернативная музыка,30.03.2015
Winston Churchill's Boy,5:37,Benjamin Clementine,At Least For Now (Deluxe),18,2015,20.11.2016 14:48,Альтернативная музыка,30.03.2015
I DON'T TRUST (feat. Krestall Kidd),3:00,OBLADAET,DOUBLE TAP,34,2016,07.11.2016 12:51,Хип-хоп/рэп,09.05.2016
Повезёт,2:44,HASH TAG,ОР - EP,33,2014,07.11.2016 12:41,Хип-хоп/рэп,29.12.2014
По глазам,3:44,HASH TAG,ОР - EP,13,2014,07.11.2016 12:41,Хип-хоп/рэп,29.12.2014
ASMR,3:00,HASH TAG,ОР - EP,19,2014,07.11.2016 12:36,Хип-хоп/рэп,29.12.2014
Мечта (feat. Ilya Fisherman),5:18,HASH TAG,Артист,21,2015,07.11.2016 12:35,Хип-хоп/рэп,24.12.2015
Речка,2:20,HASH TAG,Артист,20,2015,07.11.2016 12:35,Хип-хоп/рэп,24.12.2015
Порш (feat. Ilya Fisherman),3:07,HASH TAG,Артист,18,2015,07.11.2016 12:35,Хип-хоп/рэп,24.12.2015
Дорога домой (feat. Ilya Fisherman),4:01,HASH TAG,Артист,18,2015,07.11.2016 12:35,Хип-хоп/рэп,24.12.2015
Артист (feat. ATL),4:06,HASH TAG,Артист,22,2015,07.11.2016 12:35,Хип-хоп/рэп,24.12.2015
Пока молодой,3:43,HASH TAG,Артист,16,2015,07.11.2016 12:35,Хип-хоп/рэп,24.12.2015
Hold My Liquor,5:27,Kanye West,Yeezus,31,2013,29.10.2016 22:39,Хип-хоп/рэп,18.06.2013
And We Danced (feat. Ziggy Stardust),4:06,Macklemore,The Unplanned Mixtape,51,2009,26.10.2016 23:56,Hip Hop/Rap,07.09.2009
Can't Hold Us (feat. Ray Dalton),4:18,Macklemore & Ryan Lewis,The Heist,40,2011,26.10.2016 22:56,Hip Hop/Rap,09.10.2012
До зимы,2:29,Oxxxymiron,miXXXtape II: Долгий путь домой,16,2013,24.10.2016 19:09,Hip Hop/Rap,18.10.2013
Хитиновый покров,3:08,Oxxxymiron,miXXXtape II: Долгий путь домой,16,2013,24.10.2016 19:08,Hip Hop/Rap,18.10.2013
Darkside,1:28,Oxxxymiron,miXXXtape II: Долгий путь домой,16,2013,24.10.2016 18:09,Хип-хоп/рэп,18.10.2013
Признаки жизни,4:42,Oxxxymiron,miXXXtape II: Долгий путь домой,20,2013,24.10.2016 18:09,Хип-хоп/рэп,18.10.2013
Неваляшка,4:17,Oxxxymiron,miXXXtape II: Долгий путь домой,34,2013,24.10.2016 18:09,Хип-хоп/рэп,18.10.2013
Детектор лжи,2:10,Oxxxymiron,miXXXtape II: Долгий путь домой,21,2013,24.10.2016 18:08,Хип-хоп/рэп,18.10.2013
Песенка Гремлина,3:24,Oxxxymiron,miXXXtape II: Долгий путь домой,15,2013,24.10.2016 18:07,Хип-хоп/рэп,18.10.2013
Волапюк,1:42,Oxxxymiron,miXXXtape II: Долгий путь домой,10,2016,24.10.2016 18:07,Hip Hop/Rap,15.09.2016
Пролив Дрейка,3:06,Oxxxymiron,miXXXtape II: Долгий путь домой,8,2013,24.10.2016 18:06,Хип-хоп/рэп,18.10.2013
Bird Call,2:09,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),86,2013,16.10.2016 9:21,Хип-хоп/рэп,18.06.2013
Red Dot Music (feat. Action Bronson),6:08,Mac Miller,Watching Movies with the Sound Off (Deluxe Edition),33,2013,16.10.2016 8:32,Хип-хоп/рэп,18.06.2013
Voyager,3:58,Angels & Airwaves,Chasing Shadows - EP,13,2016,15.10.2016 10:29,Rock,08.04.2016
BDE (Best Day Ever) [Live],5:22,Mac Miller,Live From Space,35,2013,15.10.2016 7:34,Хип-хоп,17.12.2013
Много лет,3:59,Карандаш,Монстр,19,2015,12.10.2016 12:58,Hip Hop/Rap,14.12.2015
Станешь взрослым,3:23,Карандаш,Монстр,16,2015,12.10.2016 12:01,Хип-хоп/рэп,14.12.2015
Вернулся,2:32,Карандаш,Монстр,29,2015,12.10.2016 11:58,Хип-хоп/рэп,14.12.2015
Come On,4:08,White Lies,Friends (Deluxe Version),29,2016,07.10.2016 23:26,Alternative,07.09.2016
Don't Fall,3:43,White Lies,Friends (Deluxe Version),18,2016,07.10.2016 22:32,Alternative,07.10.2016
Summer Didn't Change a Thing,4:03,White Lies,Friends (Deluxe Version),22,2016,07.10.2016 15:46,Alternative,07.10.2016
Is My Love Enough?,5:55,White Lies,Friends (Deluxe Version),35,2016,07.10.2016 14:46,Альтернативная музыка,07.10.2016
Hold Back Your Love,4:59,White Lies,Friends (Deluxe Version),38,2016,07.10.2016 14:15,Alternative,16.02.2017
Swing,5:32,White Lies,Friends (Deluxe Version),32,2016,07.10.2016 13:45,Альтернативная музыка,07.10.2016
Don't Want to Feel It All,4:19,White Lies,Friends (Deluxe Version),35,2016,07.10.2016 13:30,Альтернативная музыка,07.10.2016
Morning in LA,3:20,White Lies,Friends (Deluxe Version),40,2016,07.10.2016 13:11,Альтернативная музыка,07.10.2016
Take It out on Me,3:51,White Lies,Friends (Deluxe Version),20,2017,07.10.2016 13:05,Alternative,16.02.2017
Pop Thieves (Make It Feel Good) [feat. Jaden Smith],5:09,Childish Gambino,Kauai,16,2014,06.10.2016 1:06,Hip Hop/Rap,03.10.2014
"III. telegraph ave. (""Oakland"" by Lloyd)",3:31,Childish Gambino,Because the Internet,12,2013,06.10.2016 0:19,Хип-хоп/рэп,10.12.2013
Решено,3:30,Каста,Решено - Single,16,2015,05.10.2016 9:21,Хип-хоп/рэп,11.06.2015
Единственный в макрокосмосе,4:39,Loc-Dog,Паранойя,44,2010,05.10.2016 0:38,Хип-хоп,12.04.2010
through the late night,4:46,Travis Scott,Birds in the Trap Sing McKnight,18,2016,03.10.2016 15:27,Hip Hop/Rap,02.09.2016
Don't Be Nice,3:18,Watsky,x Infinity,45,2016,03.10.2016 13:42,Hip-Hop,17.08.2016
Ring Ring,3:37,Anteros,Breakfast EP,21,2016,03.10.2016 13:14,Поп-музыка,19.09.2016
False Alarm,3:40,The Weeknd,Starboy,23,2016,03.10.2016 13:12,R&B/Soul,25.11.2016
Cancer,3:57,twenty one pilots,Cancer - Single,38,2016,03.10.2016 12:42,Альтернативная музыка,14.09.2016
Не от мира сего,3:14,Oxxxymiron,miXXXtape II: Долгий путь домой,38,2013,03.10.2016 12:20,Хип-хоп/рэп,18.10.2013
Stepson,4:49,Foals,Holy Fire,21,2013,01.10.2016 22:05,Alternative,31.01.2013
Out of the Woods,3:25,Foals,Holy Fire,17,2013,01.10.2016 20:56,Альтернативная музыка,31.01.2013
Milk & Black Spiders,5:17,Foals,Holy Fire,14,2013,01.10.2016 20:56,Альтернативная музыка,31.01.2013
Everytime,4:02,Foals,Holy Fire,13,2013,01.10.2016 20:42,Альтернативная музыка,31.01.2013
Bad Habit,4:40,Foals,Holy Fire,18,2013,01.10.2016 20:42,Альтернативная музыка,31.01.2013
Птицы,2:57,ATL,Карма х кома,32,2016,25.09.2016 10:47,Hip Hop/Rap,25.09.2016
Бисер,2:19,ATL,Карма х кома,19,2016,25.09.2016 9:47,Hip Hop/Rap,25.09.2016
Плохая (feat. Eecii McFly),3:38,ATL,Карма х кома,24,2016,25.09.2016 9:47,Хип-хоп/рэп,25.09.2016
Диджей,3:36,ATL,Карма х кома,19,2016,25.09.2016 9:47,Hip Hop/Rap,25.09.2016
Пока молодой,2:57,ATL,Карма х кома,108,2016,25.09.2016 8:47,Хип-хоп/рэп,25.09.2016
Фильтр,2:18,ATL,Карма х кома,19,2016,25.09.2016 8:47,Хип-хоп/рэп,25.09.2016
Тоннель,4:19,ATL,Карма х кома,36,2016,25.09.2016 8:47,Хип-хоп/рэп,25.09.2016
Ной,2:28,ATL,Карма х кома,22,2016,25.09.2016 8:47,Хип-хоп/рэп,25.09.2016
Самолет (feat. Eecii McFly),3:32,ATL,Карма х кома,25,2016,25.09.2016 8:47,Хип-хоп/рэп,25.09.2016
Карма х кома (feat. Eecii McFly),2:16,ATL,Карма х кома,23,2016,25.09.2016 8:47,Хип-хоп/рэп,25.09.2016
Зелёный светофор,3:05,Типси Тип,Таможня даёт добро,14,2011,25.09.2016 0:41,Hip Hop/Rap,26.11.2011
Завтрак,3:13,Типси Тип,Таможня даёт добро,23,2011,25.09.2016 0:41,Hip Hop/Rap,26.11.2011
Пружина выстрелит,3:02,Типси Тип,Таможня даёт добро,30,2011,24.09.2016 23:46,Хип-хоп/рэп,26.11.2011
Будем жить,3:57,Zambezi & Типси Тип,Для качалки,21,2013,24.09.2016 23:46,Хип-хоп/рэп,25.09.2013
Хороший день,2:53,Типси Тип,Под бровь,33,2013,24.09.2016 23:45,Хип-хоп/рэп,14.10.2013
Фольга (feat. Sight MC),2:48,Типси Тип,Таможня даёт добро,16,2011,24.09.2016 23:41,Hip Hop/Rap,26.11.2011
"Кто знает, тот знает (feat. ЗУБНАЗУБ)",3:24,типси тип,Таможня даёт добро,36,2011,24.09.2016 23:40,Хип-хоп/рэп,26.11.2011
Отвалим,3:05,Типси Тип,Таможня даёт добро,17,2011,24.09.2016 23:40,Hip Hop/Rap,26.11.2011
Два куша,3:01,типси тип,Таможня даёт добро,37,2011,24.09.2016 23:40,Хип-хоп/рэп,26.11.2011
Late Night,5:28,Foals,Holy Fire,17,2013,24.09.2016 20:46,Alternative,31.01.2013
Starboy (feat. Daft Punk),3:50,The Weeknd,Starboy,29,2016,24.09.2016 18:19,R&B/Soul,25.11.2016
Зимачка,3:09,Типси Тип,22:22,22,2016,24.09.2016 17:03,Hip Hop/Rap,22.09.2016
Расти,3:27,Типси Тип,22:22,11,2016,24.09.2016 17:03,Hip Hop/Rap,22.09.2016
Держим,3:25,Типси Тип,22:22,25,2016,24.09.2016 16:03,Хип-хоп/рэп,22.09.2016
Толпа,3:33,типси тип,22:22,35,2016,24.09.2016 15:03,Хип-хоп/рэп,22.09.2016
Удивительно,4:58,Типси Тип,22:22,16,2016,24.09.2016 15:03,Хип-хоп/рэп,22.09.2016
ДСВ'16,3:02,Типси Тип,22:22,15,2016,24.09.2016 15:03,Hip Hop/Rap,22.09.2016
Me Gusta la Vista De,3:31,типси тип,22:22,13,2016,24.09.2016 15:03,Хип-хоп/рэп,22.09.2016
Голод,3:21,Типси Тип,22:22,15,2016,24.09.2016 15:03,Хип-хоп/рэп,22.09.2016
Лес дал,4:07,Типси Тип,22:22,23,2016,24.09.2016 15:03,Хип-хоп/рэп,22.09.2016
Reaper Man,4:40,Mother Mother,Very Good Bad Thing,53,2014,23.09.2016 7:50,Alternative,04.11.2014
I Go Hungry,3:37,Mother Mother,Very Good Bad Thing,30,2014,23.09.2016 7:50,Альтернативная музыка,04.11.2014
Shout If You Know,3:07,Mother Mother,Very Good Bad Thing,32,2014,23.09.2016 7:13,Альтернативная музыка,04.11.2014
Very Good Bad Thing,4:06,Mother Mother,Very Good Bad Thing,62,2014,23.09.2016 6:57,Альтернативная музыка,04.11.2014
Get Out the Way,2:45,Mother Mother,Very Good Bad Thing,50,2014,22.09.2016 22:53,Альтернативная музыка,24.06.2014
Blue Blood,5:17,Foals,Total Life Forever,17,2010,22.09.2016 14:01,Alternative,10.05.2010
Greatest Hits,2:58,Skepta,Greatest Hits,13,2007,22.09.2016 1:42,Хип-хоп/рэп,17.09.2007
I'm There,3:13,Skepta,Greatest Hits,17,2007,22.09.2016 1:37,Хип-хоп/рэп,17.09.2007
"Blood, Sweat and Tears",3:47,Skepta,Greatest Hits,16,2007,22.09.2016 1:32,Хип-хоп/рэп,17.09.2007
Just Can’t Get Enough,3:39,The Black Eyed Peas,The Beginning & the Best of the E.N.D. (Deluxe Version),28,2010,22.09.2016 0:18,Pop,01.01.2010
Let's Get It Started (Spike Mix),3:38,The Black Eyed Peas,Let's Get It Started - EP,24,2004,21.09.2016 23:07,Hip Hop/Rap,01.01.2004
Handlebars,3:27,Flobots,Fight With Tools,85,2007,21.09.2016 22:55,Хип-хоп/рэп,16.10.2007
Bit By Bit,3:18,Mother Mother,The Sticks,57,2012,21.09.2016 22:51,Альтернативная музыка,17.09.2012
Жизнь даёт под зад,3:43,Карандаш,Карандаш - Лучшее,64,2010,20.09.2016 19:29,Хип-хоп/рэп,01.01.2010
"Всё, что имею",2:45,Жак-Энтони,"Всё, что имею - Single",76,2016,20.09.2016 17:53,Хип-хоп/рэп,04.09.2016
Каждому своё,3:09,Loc-Dog,Каждому своё - Single,41,2016,20.09.2016 17:44,Рэп,22.07.2016
Латина,2:59,Loqiemean,Латина - Single,13,2016,20.09.2016 17:43,Хип-хоп/рэп,09.08.2016
Weekend (feat. Miguel),3:28,Mac Miller,GO:OD AM,83,2015,20.09.2016 17:17,Хип-хоп,18.09.2015
Doors,1:18,MAC MILLER,GO:OD AM,20,2015,20.09.2016 16:17,Hip-Hop,18.09.2015
Brand Name,5:02,Mac Miller,GO:OD AM,29,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
Rush Hour,3:22,Mac Miller,GO:OD AM,146,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
100 Grandkids,4:39,Mac Miller,GO:OD AM,26,2015,20.09.2016 16:17,Хип-хоп,07.08.2015
Time Flies (feat. Lil B),2:53,Mac Miller,GO:OD AM,20,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
Break the Law,3:16,Mac Miller,GO:OD AM,18,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
Perfect Circle / God Speed,7:56,Mac Miller,GO:OD AM,51,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
When In Rome,3:43,Mac Miller,GO:OD AM,72,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
ROS,5:43,Mac Miller,GO:OD AM,63,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
Cut the Check (feat. Chief Keef),2:51,Mac Miller,GO:OD AM,26,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
Ascension,4:52,Mac Miller,GO:OD AM,179,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
Jump,4:40,Mac Miller,GO:OD AM,125,2015,20.09.2016 16:17,Хип-хоп,18.09.2015
Night Swimmers,4:45,Foals,What Went Down (Deluxe),21,2015,20.09.2016 11:36,Альтернативная музыка,28.08.2015
Albatross,5:24,Foals,What Went Down (Deluxe),38,2015,20.09.2016 11:36,Альтернативная музыка,28.08.2015
Snake Oil,4:21,Foals,What Went Down (Deluxe),20,2015,20.09.2016 11:36,Альтернативная музыка,28.08.2015
Give It All,4:47,Foals,What Went Down (Deluxe),27,2015,20.09.2016 11:36,Альтернативная музыка,28.08.2015
Мы берем это на улицах,3:30,Каста,Лучшие песни,17,2002,19.09.2016 21:18,Hip Hop/Rap,10.04.2002
Радиосигналы,3:45,Каста,Лучшие песни,28,2008,19.09.2016 21:18,Hip Hop/Rap,15.05.2008
Наши люди,3:45,Каста,Лучшие песни,14,1999,19.09.2016 20:18,Hip Hop/Rap,01.06.1999
Самый счастливый человек,3:04,Каста,Лучшие песни,15,2010,19.09.2016 20:18,Hip Hop/Rap,21.05.2010
Россиянцы и американе,3:46,Каста,Лучшие песни,24,2014,19.09.2016 20:18,Хип-хоп/рэп,22.05.2014
Корабельная песня,4:01,Каста,Лучшие песни,32,2014,19.09.2016 19:18,Хип-хоп/рэп,16.06.2014
На порядок выше,3:59,Каста,Лучшие песни,11,2014,19.09.2016 19:18,Hip Hop/Rap,25.11.2014
Вокруг шум,3:33,Каста,Лучшие песни,25,2014,19.09.2016 19:18,Hip Hop/Rap,25.11.2014
Гончая,3:52,Каста,Лучшие песни,14,2014,19.09.2016 19:18,Хип-хоп/рэп,25.11.2014
Сестра,3:30,Каста,Лучшие песни,11,2004,19.09.2016 19:18,Хип-хоп/рэп,20.10.2004
Сказка,5:15,Каста,Лучшие песни,20,2002,19.09.2016 19:18,Хип-хоп/рэп,10.04.2002
Это прет,3:52,Каста,Лучшие песни,18,2010,19.09.2016 19:18,Хип-хоп/рэп,21.05.2010
Беренцев,3:45,Каста,Лучшие песни,19,2006,19.09.2016 19:18,Хип-хоп/рэп,20.04.2006
Миллиард лет,3:50,Каста,Лучшие песни,30,2010,19.09.2016 19:18,Хип-хоп/рэп,21.05.2010
Пусть пригодится,3:33,Каста,Лучшие песни,13,2013,19.09.2016 19:18,Хип-хоп/рэп,06.01.2013
Crime Riddim,4:36,Skepta,Konnichiwa,13,2016,19.09.2016 12:06,Hip Hop/Rap,06.05.2016
Doin' It Again,3:38,Skepta,Doin' It Again,19,2011,19.09.2016 9:46,Хип-хоп/рэп,31.01.2011
So Alive (feat. N-Dubz),3:38,Skepta,Doin' It Again,20,2010,19.09.2016 9:42,Хип-хоп/рэп,09.12.2010
Do It Like Me,4:39,Skepta,Doin' It Again,18,2011,19.09.2016 9:20,Хип-хоп/рэп,31.01.2011
Bad Boy,2:50,Skepta,Doin' It Again,18,2010,19.09.2016 9:03,Хип-хоп/рэп,15.03.2010
London Thunder,4:14,Foals,What Went Down (Deluxe),21,2015,18.09.2016 22:32,Альтернативная музыка,28.08.2015
Hummer,2:58,Foals,Hummer - Single,21,2007,18.09.2016 22:29,Рок,12.03.2007
Lonely Hunter,4:37,Foals,What Went Down (Deluxe),31,2015,18.09.2016 22:27,Альтернативная музыка,28.08.2015
Birch Tree,4:21,Foals,What Went Down (Deluxe),32,2015,18.09.2016 22:27,Альтернативная музыка,28.08.2015
A Knife In the Ocean,6:53,Foals,What Went Down (Deluxe),23,2015,18.09.2016 21:02,Альтернативная музыка,28.08.2015
Inhaler,4:53,Foals,Holy Fire,21,2013,18.09.2016 20:45,Alternative,28.01.2013
My Number,3:59,Foals,Holy Fire,21,2012,18.09.2016 20:33,Alternative,31.01.2013
Mountain At My Gates,4:04,Foals,What Went Down (Deluxe),28,2015,18.09.2016 20:33,Альтернативная музыка,21.07.2015
Providence,4:08,Foals,Holy Fire,18,2013,18.09.2016 20:31,Альтернативная музыка,31.01.2013
Alabaster,4:00,Foals,Total Life Forever,14,2010,18.09.2016 20:28,Alternative,10.05.2010
Black Gold,6:26,Foals,Total Life Forever,20,2010,18.09.2016 19:35,Альтернативная музыка,10.05.2010
Spanish Sahara,6:50,Foals,Total Life Forever,12,2010,18.09.2016 18:20,Alternative,17.04.2010
What Went Down,5:00,Foals,What Went Down (Deluxe),31,2015,18.09.2016 17:20,Альтернативная музыка,28.08.2015
Late Night (Solomun Remix),8:24,Foals,Solomun (Selected Remixes 2009-2015),16,2016,18.09.2016 17:19,Хаус,01.07.2016
Dyin’ Flyin’ (feat. Krizz Kaliko),3:51,Tech N9ne,Special Effects (Deluxe Version),23,2015,18.09.2016 16:20,Хип-хоп/рэп,04.05.2015
Burn It Down (feat. Ryan Bradley),3:50,Tech N9ne,Special Effects (Deluxe Version),30,2015,18.09.2016 16:20,Хип-хоп/рэп,04.05.2015
Aw Yeah? (Intervention),2:49,Tech N9ne,Special Effects (Deluxe Version),13,2015,18.09.2016 15:51,Хип-хоп/рэп,26.03.2015
В говне,2:30,Oxxxymiron,Вечный жид,64,2011,18.09.2016 5:35,Hip Hop/Rap,03.09.2011
III. life: The biggest troll [andrew auernheimer],5:42,Childish Gambino,Because the Internet,23,2013,18.09.2016 5:16,Hip Hop/Rap,10.12.2013
II. no exit,2:52,Childish Gambino,Because the Internet,19,2013,18.09.2016 4:42,Hip Hop/Rap,10.12.2013
II. earth: The oldest computer (The last night) [feat. Azealia Banks],4:42,Childish Gambino,Because the Internet,13,2013,18.09.2016 3:41,Хип-хоп/рэп,10.12.2013
Крокодиловы слёзы,2:41,Oxxxymiron,Вечный жид,28,2011,18.09.2016 3:37,Хип-хоп/рэп,03.09.2011
Цифры и цвета,2:41,Oxxxymiron,Вечный жид,16,2011,18.09.2016 3:29,Хип-хоп/рэп,03.09.2011
